,Date,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24
317,2022-11-14,7198939.51,6941308.0,6747070.21,6680027.42,6713613.48,6735218.2,6751863.39,7181974.51,7654069.76,8049576.33,8374425.85,8656196.31,8774612.62,8666685.37,8565001.41,8486706.19,8390854.44,8589753.85,9341675.46,9380373.05,9148754.28,8737144.41,8246736.74,7787560.91
318,2022-11-15,7491470.92,7236629.92,7056437.8,7028377.66,7303566.52,7744278.96,8045625.63,8556842.07,9116098.14,9399297.0,9708746.86,9928171.87,9887869.54,9910519.32,10062759.55,10023364.18,9796948.69,9832534.65,10327224.87,10250069.56,9987376.0,9498474.25,8845360.31,8274024.83
319,2022-11-16,7828465.35,7547630.0,7418008.37,7509529.45,7697065.43,8104819.13,8320339.08,8772878.71,9248738.58,9555910.46,9864702.33,10039557.7,9931127.1,10023278.59,10170023.9,10168179.81,9772168.28,9812069.98,10393533.56,10230906.25,9952734.7,9611471.32,9013506.76,8279155.52
320,2022-11-17,7803177.71,7535439.75,7358628.82,7288620.72,7453518.09,7881008.51,8124248.26,8600766.08,9173221.65,9443657.52,9748728.19,9972800.16,9844596.45,9900350.74,10047096.69,9997611.79,9842216.0,9945743.96,10350965.41,10283100.16,10012771.85,9518011.36,8856975.84,8245616.2
321,2022-11-18,7743177.85,7412476.71,7309140.33,7256755.02,7436496.88,7816519.25,8117363.44,8604288.23,9013048.91,9250267.3,9506757.9,9777001.7,9664714.9,9660782.75,9808811.85,9730883.81,9611205.25,9622147.81,10066619.76,9990194.29,9688122.95,9209652.9,8654720.25,8097204.75
322,2022-11-19,7835723.74,7570022.39,7377304.68,7296968.25,7324667.03,7402019.11,7602516.98,8197217.81,8771859.82,9130263.78,9450635.63,9790106.09,9766390.64,9600884.86,9493695.88,9384344.44,9282775.25,9445780.06,9889633.81,9984152.45,9612346.0,9168234.72,8664135.39,8235423.92
323,2022-11-20,7877597.56,7571638.47,7342820.09,7194632.3,7141395.79,7046910.13,6999040.6,7339474.27,7777273.47,8179541.93,8462101.48,8754334.08,8851419.85,8715039.92,8593822.93,8496303.67,8390939.48,8620806.93,9291312.52,9359540.13,9198246.48,8796380.09,8440349.53,7981332.66
324,2022-11-21,7606113.0,7370962.78,7218524.74,7158085.17,7372620.8,7742449.75,8096131.4,8711490.23,9266096.95,9584840.94,9966622.73,10205699.09,10133426.85,10120923.64,10319971.54,10245590.37,10033380.37,9971831.31,10279257.09,10198070.04,10002401.85,9645815.82,8968966.03,8351234.61
325,2022-11-22,7937942.55,7675161.43,7547214.91,7458790.65,7666566.49,8074997.06,8383604.73,8937811.12,9368764.67,9730938.65,10101047.3,10364482.73,10224691.65,10159229.64,10325848.57,10259842.34,10057448.2,10051233.41,10565931.39,10472047.93,10185398.26,9667399.15,9028981.94,8433765.97
326,2022-11-23,8022221.57,7752103.18,7583531.48,7459804.93,7630745.65,8029296.27,8408115.1,8902453.85,9326740.12,9648581.5,9971305.2,10237757.28,10117262.42,10170772.22,10365198.98,10266740.42,10022251.95,9935337.14,10492771.69,10414048.63,10133327.65,9631467.54,9001151.86,8392049.67
327,2022-11-24,7957978.79,7684545.78,7529832.47,7468368.15,7634650.27,7937578.4,8256807.12,8749361.51,9226288.85,9506011.74,9814160.26,10112407.33,10056744.68,10105209.49,10303470.99,10263825.65,9919125.81,9919668.63,10436898.41,10399560.96,10131121.53,9619344.59,8946272.73,8398855.95
328,2022-11-25,7982201.98,7749122.32,7536948.85,7484692.41,7670635.09,7987907.06,8316556.54,8883346.18,9415301.94,9674571.33,9969648.54,10226349.15,10125002.26,10144569.94,10316871.14,10300215.11,10106643.18,10035804.83,10532071.31,10415746.66,10128529.37,9669606.45,9164209.03,8619972.47
329,2022-11-26,8205734.88,7906776.19,7704386.86,7555982.61,7626988.52,7749380.26,7949065.29,8467016.99,9012415.71,9378518.83,9647837.89,9815085.53,9742398.35,9649186.37,9504973.13,9421149.33,9287776.86,9416591.57,9985010.09,9864525.41,9567439.6,9103179.43,8564404.25,8160011.1
330,2022-11-27,7687885.25,7375405.98,7142883.16,7007050.34,6958086.27,6885118.31,6764491.41,7127714.39,7617514.63,7964913.07,8151943.54,8349388.05,8459720.43,8431095.8,8307200.81,8185220.84,8119101.34,8445444.92,9045830.31,8983269.75,9006190.19,8688613.61,8255485.57,7739477.47
331,2022-11-28,7337765.23,7204798.29,7095523.57,7062401.62,7228889.54,7488089.31,7817695.62,8578994.34,9161046.0,9494503.65,9835144.0,10120075.14,10022799.78,9957510.24,10026329.9,10025601.54,9880403.22,9867083.07,10079815.87,9945934.77,9689551.34,9407648.46,8777409.69,8215214.87
332,2022-11-29,7758142.76,7491235.05,7339014.53,7293703.2,7425222.98,7705949.84,8042791.75,8620038.29,9095675.58,9340629.73,9645394.33,9915304.39,9797551.49,9828612.62,9963765.09,10008658.19,9833667.31,9847935.25,10266913.38,10164828.6,9879274.8,9354287.52,8723222.41,8124082.98
333,2022-11-30,7733609.81,7494149.28,7327408.62,7261312.2,7411097.35,7728004.35,8056708.62,8638766.6,9084052.33,9362679.65,9728079.32,10000785.76,9923092.19,9915002.82,10057901.67,10032803.03,9820288.82,9822146.49,10283359.97,10253757.89,9923154.2,9469691.09,8850842.64,8299356.46
334,2022-12-01,7867612.39,7557227.22,7364038.01,7290352.5,7427410.17,7675812.25,7956926.65,8548935.2,8997076.48,9274968.44,9612387.4,9867921.09,9799881.77,9760324.61,9923920.81,9906984.49,9677157.62,9711539.95,10229500.39,10137395.78,9854819.54,9388482.89,8778779.26,8223223.68
335,2022-12-02,7836547.39,7552497.33,7368162.5,7245784.42,7438874.28,7709128.8,7996285.38,8593871.82,9100585.04,9450670.42,9788350.6,10044917.32,9852787.79,9819021.73,10024931.9,10030336.88,9827142.0,9759951.43,10235084.5,10130575.88,9862060.4,9397272.51,8859090.32,8341732.71
336,2022-12-03,7895102.14,7597408.8,7374866.82,7287040.37,7290378.48,7297499.33,7392026.51,8073539.92,8725957.52,9072960.56,9390847.3,9602751.23,9510066.36,9362032.66,9225632.99,9162740.99,9028913.9,9166130.67,9785529.69,9716929.39,9467700.09,9000212.09,8491377.54,8064546.9
337,2022-12-04,7730977.23,7450797.59,7212236.09,7021356.42,6930741.58,6939776.06,6748617.74,7094672.82,7470510.04,7781026.57,8071355.41,8412671.34,8514300.91,8421779.05,8375800.2,8249796.44,8175605.98,8426533.1,9071824.57,9084091.62,8971084.49,8630296.17,8270650.88,7861134.9
338,2022-12-05,7508531.73,7256334.51,7107826.74,7095887.77,7223349.39,7516590.03,7877598.54,8513497.78,9071452.33,9392619.46,9749342.46,10025217.14,9973515.0,9978742.44,10059912.6,10044573.66,9814808.96,9739039.4,10268848.77,10210708.46,9953807.2,9464132.69,8845422.4,8250616.54
339,2022-12-06,7829031.16,7537084.37,7377167.62,7314464.35,7489402.8,7745110.91,8030274.4,8639064.7,9132471.03,9447156.27,9822433.81,10030028.99,9934667.43,9934652.21,10054963.12,10034109.65,9903100.78,9820215.63,10304302.37,10236417.36,9966815.3,9512586.08,8898562.01,8356777.27
340,2022-12-07,7866847.5,7581124.4,7401875.53,7320942.29,7478387.76,7747344.69,8031515.54,8673180.2,9211201.86,9442105.33,9786552.01,10060153.8,10003435.92,9935131.75,10005438.01,9954187.73,9696918.73,9622914.33,9984252.64,9659592.37,9210621.85,8780219.27,8355899.48,7992092.74
341,2022-12-08,7677431.41,7444749.49,7237269.22,7104269.87,7050505.86,7032591.55,6929749.37,7292531.62,7683125.07,8080349.83,8442422.26,8738499.73,8836977.62,8773973.95,8632293.89,8579947.72,8441042.06,8556384.3,9205681.78,9203745.43,9012581.76,8751740.08,8383133.89,7971737.81
342,2022-12-09,7611002.53,7366846.35,7168009.1,7134391.92,7269561.06,7543332.36,7837979.68,8562366.13,9170723.37,9519611.96,9852021.7,10094597.68,10029185.27,10090557.62,10237555.1,10196794.22,10000582.7,9847020.4,10377948.02,10280450.83,9973235.46,9485013.04,8899717.59,8360683.0
343,2022-12-10,7916847.41,7656672.67,7445892.78,7368818.75,7411836.67,7584294.63,7783206.69,8368857.13,8909959.24,9296768.76,9617560.79,9822878.8,9737857.07,9604082.51,9500170.05,9386518.06,9178607.34,9244647.72,9904369.97,9765764.47,9486891.23,9027093.57,8476429.33,8058449.25
344,2022-12-11,7689590.61,7394891.25,7188030.08,7024598.46,6937087.68,6852574.47,6726076.05,7062137.9,7564224.05,7907143.58,8138405.05,8412693.63,8531917.44,8504877.35,8388184.26,8290472.04,8225391.51,8382464.83,9215374.13,9255833.05,9108099.27,8795940.76,8385871.25,7940329.47
345,2022-12-12,7554402.25,7309731.1,7170763.62,7098390.94,7251234.54,7483585.01,7838820.62,8472292.45,8970488.86,9293102.54,9608716.55,9861990.71,9787403.03,9786444.56,9888364.61,9853189.36,9768224.88,9729994.14,10326213.83,10286099.26,10043784.69,9556338.59,8881714.88,8313868.04
346,2022-12-13,7901889.58,7659597.8,7475045.89,7416773.38,7537457.47,7823049.71,8161137.57,8722059.94,9196740.83,9516516.48,9780034.87,10096442.55,9999694.88,10048743.0,10208215.51,10277797.66,9982076.98,9804280.51,10344251.41,10287541.03,10062480.61,9570468.18,8942687.39,8390204.53
347,2022-12-14,7985356.56,7715392.02,7551106.69,7462610.33,7584094.27,7893308.5,8175109.25,8800583.0,9269722.9,9559949.81,9849409.61,10035529.06,10020087.33,10098105.76,10303829.36,10335016.5,10096256.46,9916542.34,10539641.26,10509842.55,10213206.13,9700438.08,9063847.73,8469602.21
348,2022-12-15,8027975.1,7764444.2,7560980.11,7447368.7,7619379.46,7883175.4,8171554.66,8744257.36,9263348.24,9555983.86,9874103.24,10141140.49,10084314.34,10090330.32,10232676.45,10206741.77,10082792.37,9911277.32,10486151.49,10450423.81,10178563.2,9724545.92,9153477.57,8602050.96
349,2022-12-16,8131030.47,7843029.13,7644877.97,7558701.33,7674946.37,7894117.13,8115697.58,8755665.63,9344231.31,9702060.95,10016040.02,10271859.86,10207779.23,10228124.63,10355519.34,10348122.72,10165128.84,9980637.59,10493872.96,10373779.99,10098151.16,9714245.93,9086704.81,8590382.34
350,2022-12-17,8123400.19,7710372.04,7536193.15,7370679.02,7383414.19,7462247.21,7596920.38,8098547.42,8726001.47,9267534.71,9591680.96,9776787.78,9644230.67,9480341.91,9327412.91,9229295.15,9091542.84,9181773.04,9844725.8,9709743.24,9502094.15,9113457.4,8604541.84,8049027.9
351,2022-12-18,7609144.59,7312725.76,7083110.27,6930054.01,6855476.34,6813850.08,6671254.91,7003633.84,7456187.39,8060399.62,8483200.07,8697485.12,8669552.94,8651811.12,8508430.28,8371077.28,8236522.51,8322232.41,9114663.71,9152462.66,9054516.72,8820775.48,8408210.03,7902322.34
352,2022-12-19,7557151.53,7276494.04,7106618.58,7149463.52,7266313.28,7537613.69,7791121.03,8432666.8,9039899.29,9412775.17,9754847.76,10004442.0,9939137.06,9924354.37,10040462.09,10060487.76,9879083.66,9709896.02,10222726.97,10212296.94,9956962.2,9597344.28,9013534.71,8481718.47
353,2022-12-20,8025273.84,7708604.05,7534546.05,7446617.51,7541712.51,7781163.48,7993912.48,8560834.4,9112835.28,9439167.69,9739515.59,10024844.99,9958562.19,9974860.33,10099867.22,10120024.03,9904611.71,9715058.77,10266171.78,10202364.58,9947654.86,9531854.59,8961418.1,8482366.04
354,2022-12-21,8014173.83,7778679.32,7557485.29,7483901.18,7618245.9,7845552.4,8056115.09,8666362.06,9188499.41,9571228.56,9872180.97,10128439.8,10059184.43,10096206.58,10194605.42,10155652.71,10007712.01,9815166.04,10344047.45,10289026.4,10093604.98,9673362.54,9146665.16,8644317.4
355,2022-12-22,8194779.23,7876429.48,7655428.58,7571242.73,7670645.68,7881660.12,8012489.07,8593316.91,9212940.95,9532457.19,9839422.14,10124558.36,10084607.21,10106563.14,10245244.03,10241275.17,10080955.67,9889453.31,10390201.81,10301815.69,10074438.55,9710235.29,9182998.24,8704150.27
356,2022-12-23,8218211.18,7944940.82,7731911.18,7627117.28,7701633.96,7898768.78,8043467.29,8588176.9,9134039.06,9491419.38,9787788.83,9955043.46,9927814.31,9805991.89,9868128.94,9861951.33,9662534.29,9505566.52,10054294.38,9984089.15,9776339.73,9448153.34,8952074.74,8504044.37
357,2022-12-24,8028544.48,7688651.64,7442533.38,7298293.59,7282648.82,7320161.23,7287344.35,7684490.07,8173273.17,8423188.37,8588634.22,8694798.93,8669025.57,8587424.5,8496957.06,8404332.0,8386274.71,8502256.17,9281928.07,9159592.91,8700260.46,8217502.39,7797003.15,7526195.03
358,2022-12-25,7320691.8,7157840.9,6969536.55,6800158.58,6703222.26,6571490.01,6269105.23,6364478.27,6614070.62,6875684.04,7147899.53,7446008.72,7583519.17,7641452.22,7616450.91,7573946.75,7523009.19,7608072.18,8360888.76,8477232.42,8363785.05,8153319.81,7838738.84,7451159.46
359,2022-12-26,7176902.79,6950384.75,6764451.71,6709587.39,6783757.77,6965214.14,7004447.19,7604386.18,8348582.67,8797725.28,9140546.76,9478257.45,9544264.25,9585764.56,9670457.88,9624395.8,9455329.67,9290500.25,9922219.3,9908464.01,9672848.37,9228043.34,8698200.81,8182697.38
360,2022-12-27,7770721.47,7484090.64,7308824.0,7218125.02,7317421.15,7495834.4,7699943.36,8201310.62,8723945.61,9052248.53,9386903.15,9696657.35,9748447.71,9752197.03,9887246.42,9831355.92,9681067.6,9495123.88,10083175.75,10121324.22,9864221.05,9435116.83,9019768.43,8497937.86
361,2022-12-28,8058597.91,7786289.92,7586670.13,7479088.56,7531215.94,7724789.05,7940796.48,8505552.15,9005429.7,9335204.39,9679804.1,9987122.48,9993738.25,10024950.91,10104963.4,10060273.86,9889373.53,9745977.35,10297348.18,10309820.86,10051196.56,9595099.37,9042951.54,8579618.28
362,2022-12-29,8131246.4,7837497.33,7609669.34,7499236.91,7531462.1,7695509.55,7819891.91,8314472.54,8818283.73,9190027.27,9491687.57,9732379.96,9804525.01,9833041.96,9930411.84,9874227.14,9680055.24,9520937.51,10121675.6,10169518.49,9903754.15,9472191.59,8959513.67,8462203.59
363,2022-12-30,8023389.56,7695771.04,7491448.62,7393227.49,7429264.63,7584866.78,7676008.54,8194225.71,8678466.94,9033626.82,9382828.26,9594338.91,9604035.59,9557640.11,9548209.75,9447965.66,9314302.78,9205289.09,9840573.3,9906570.93,9690180.63,9292932.58,8791493.77,8345873.1
364,2022-12-31,7938857.94,7636311.55,7404165.58,7260834.85,7238480.23,7265627.71,7177291.15,7494139.87,7906669.03,8254426.96,8458501.79,8586945.78,8651457.68,8611553.37,8541345.63,8468996.69,8399673.21,8486626.76,9235681.62,9196801.88,8799751.64,8345060.06,7940305.14,7594442.75
365,2023-01-01,7387044.67,7281922.26,7123499.87,6974628.27,6852536.19,6755377.58,6357415.63,6325808.07,6574272.22,6897349.42,7123636.31,7271491.21,7422405.54,7343395.02,7237583.02,7175794.57,7144368.57,7244187.89,8004366.49,8193157.3,8101759.62,7955280.97,7694602.41,7391458.7
366,2023-01-02,7132025.25,6917582.75,6800540.93,6712718.24,6650287.76,6773850.44,6882159.33,7325363.31,7726369.76,8232553.74,8663998.1,8941381.96,9075390.68,9120736.16,9104488.31,8951548.52,8816780.9,8708085.05,9498705.32,9595559.92,9398626.24,9055871.84,8580459.34,8157134.99
367,2023-01-03,7735128.51,7417461.56,7236226.52,7097967.59,7161544.45,7348957.28,7557897.55,8067788.46,8569445.87,8868296.03,9094849.0,9425849.46,9480561.93,9505843.61,9553588.64,9516484.71,9335476.95,9196476.58,9831671.69,9904091.26,9664036.36,9252299.23,8682873.61,8223307.27
368,2023-01-04,7876395.42,7650411.65,7447905.17,7365269.27,7436635.53,7644947.54,7758808.23,8253532.31,8779968.45,9068963.78,9374280.21,9641597.93,9681024.76,9683191.05,9797950.35,9724928.24,9490924.71,9364826.63,9956032.56,10077237.47,9831583.04,9413303.84,8889795.33,8419560.98
369,2023-01-05,7931664.04,7644901.12,7445049.11,7339933.32,7453098.64,7632034.51,7779151.44,8277950.43,8721463.47,8988385.47,9303562.81,9585732.02,9623606.37,9664576.75,9759691.0,9741950.06,9656476.32,9524572.08,10101877.75,10140657.72,9893662.01,9472877.24,8989606.84,8508367.19
370,2023-01-06,8098718.48,7809903.76,7613126.64,7541069.08,7605471.34,7807819.38,7946250.46,8471424.85,8959828.73,9233866.25,9595556.0,9885664.45,9884943.46,9879642.88,9907160.53,9887549.3,9741194.19,9562125.94,10144058.61,10173055.25,9926731.17,9527531.11,9026146.12,8613400.28
371,2023-01-07,8222243.91,7917963.07,7695997.28,7574772.19,7601325.01,7694778.64,7690992.86,7975528.07,8563352.62,8934352.56,9195933.3,9389578.25,9443499.71,9359585.09,9243626.1,9147168.22,9029209.4,9011040.76,9662943.08,9734651.2,9446003.12,9000355.17,8587968.38,8169419.4
372,2023-01-08,7786021.8,7566398.32,7372320.35,7225278.82,7143074.51,7094544.28,6824635.04,7026640.71,7473644.12,7764977.76,7986192.86,8169221.16,8232170.46,8228135.06,8150112.58,8137238.63,8107540.62,8190729.87,8899927.79,9025866.95,8883518.62,8606164.57,8249705.22,7857551.83
373,2023-01-09,7560141.76,7354846.21,7165145.34,7057632.62,7056024.63,7108499.15,7001272.85,7274528.88,7671705.66,8009076.61,8321357.91,8617973.96,8682665.78,8670993.4,8622261.98,8513845.14,8393812.55,8444609.13,9218395.95,9366329.25,9134829.57,8832270.25,8407773.71,7948766.44
374,2023-01-10,7580667.15,7360045.92,7177973.77,7093150.73,7222593.84,7514482.45,7833701.29,8344330.68,8833355.52,9146475.83,9456997.62,9692829.89,9700532.47,9752358.03,9806191.16,9802867.77,9645159.28,9446429.2,10011392.44,10150047.61,9875431.74,9424959.56,8813872.73,8339121.01
375,2023-01-11,7955399.04,7686348.66,7479504.78,7408948.09,7522466.21,7797304.17,8092599.81,8549385.09,8820098.83,9065968.75,9445987.95,9800702.35,9739646.46,9731927.55,9820021.86,9835887.91,9734228.32,9510526.17,10085457.1,10223351.88,9958301.34,9495921.1,8890555.21,8281531.0
376,2023-01-12,7717018.96,7400632.17,7155434.04,6982633.46,7138191.26,7406249.93,7786829.13,8342089.59,8902904.43,9294053.97,9592688.41,9864674.89,9867071.79,9914697.69,10069329.6,10014149.59,9843010.49,9649308.7,10172205.24,10306978.25,10039322.26,9634424.28,9035736.71,8516196.16
377,2023-01-13,7894399.85,7736465.33,7595740.91,7577160.1,7613823.8,7876252.76,8124539.66,8656474.07,9311699.8,9598759.95,9911642.39,10243549.37,10233134.78,10261655.2,10400214.33,10343999.78,10120676.18,9831513.9,10312937.04,10389043.35,10171967.84,9721723.95,8992051.02,8603026.01
378,2023-01-14,8218208.02,7965292.69,7585590.11,7542206.57,7630880.4,7783638.97,7856877.64,8139981.17,8544862.1,9089123.47,9408340.48,9703423.24,9647077.99,9512477.51,9392448.14,9329197.65,9189182.31,9254550.84,9932482.67,10001693.51,9714176.73,9299615.67,8817996.49,8359929.05
379,2023-01-15,7865572.31,7561188.86,7323983.53,7170710.46,7099076.71,6927589.22,6714426.86,6953433.79,7358105.57,7811423.4,8084629.85,8361856.32,8415844.66,8370846.2,8279990.69,8201589.37,8163861.84,8198273.09,8925259.67,9193239.84,9076136.55,8875195.0,8499350.68,8072049.18
380,2023-01-16,7746569.37,7237623.56,7158958.59,7263887.62,7418558.48,7559985.46,7959211.65,8573803.29,9099147.2,9361402.42,9671933.78,9982019.97,9971769.53,10035558.46,10192430.34,10201917.3,10020618.71,9746069.62,10218993.37,10354543.36,10095438.78,9646454.64,9062511.16,8439903.47
381,2023-01-17,8028841.26,7801495.43,7615774.56,7374308.72,7561342.77,7910621.73,8207836.43,8724170.22,9257903.46,9589542.85,9878882.19,10052378.44,9971998.53,9988755.5,10198196.41,10178854.0,9991564.16,9813567.36,10280663.61,10389293.39,10147447.56,9704956.14,9100881.08,8562868.07
382,2023-01-18,8105296.84,7841467.8,7661665.33,7580100.94,7693898.86,8027524.1,8246125.21,8764716.24,9271539.58,9571676.82,9852849.41,10104759.68,10081896.85,10124722.12,10246129.0,10146717.95,9947306.5,9740951.76,10202501.56,10345398.6,10101839.56,9662302.59,9081708.75,8542544.64
383,2023-01-19,8112476.71,7848837.84,7629468.37,7530557.51,7704876.91,8023337.62,8298352.31,8774822.33,9249289.34,9522195.16,9844796.82,10164822.69,10096818.34,10146530.94,10292595.25,10329250.59,10143522.57,9911828.7,10382310.87,10500835.67,10212074.51,9731570.66,9170561.12,8624576.79
384,2023-01-20,8153933.37,7906350.68,7693970.67,7575646.42,7682116.68,8013867.8,8276195.93,8762889.75,9246635.74,9524204.06,9891194.19,10218427.01,10136039.07,10153987.17,10320740.36,10330252.29,10133730.92,9806554.11,10244158.59,10387008.41,10139672.98,9715922.99,9167989.04,8649446.34
385,2023-01-21,7854087.55,7774003.87,7452752.89,7440883.76,7393984.29,7702082.68,7631836.39,8109914.54,8764923.17,9103435.69,9436817.0,9617019.27,9561775.1,9514890.64,9433487.01,9391108.99,9026212.66,9081107.25,9836651.91,10038408.06,9760508.74,9277046.45,8740517.76,8270513.76
386,2023-01-22,7908653.65,7641842.88,7411692.91,7272829.91,7190737.72,7147070.03,6900513.05,7107538.37,7582181.13,7918457.26,8224864.98,8459305.24,8576186.61,8589123.55,8476498.45,8426123.04,8395408.05,8373561.26,9124645.01,9422156.69,9312438.0,9022111.32,8628526.36,8155742.61
387,2023-01-23,7808469.69,7568127.31,7409752.21,7341303.39,7485547.24,7901064.37,8199578.06,8711526.31,9242098.49,9592526.1,9912494.18,10170753.18,10172019.14,10211430.43,10397954.52,10396097.05,10201921.05,9861952.71,10302100.84,10540619.02,10323139.0,9895990.75,9234455.56,8667540.12
388,2023-01-24,8200236.66,7928408.24,7734699.25,7686103.19,7860935.86,8270409.07,8535252.95,8897538.16,9465570.66,9705152.14,10046196.47,10328154.8,10236154.15,10282871.27,10451783.57,10450179.09,10276917.94,9957895.66,10436230.95,10646356.8,10421794.27,9970462.84,9310447.16,8659816.31
389,2023-01-25,8203206.28,7888697.5,7602550.5,7472907.87,7556744.41,7952324.58,8175739.99,8770563.15,9339761.48,9750943.3,10082880.21,10381327.9,10275568.26,10391188.05,10599987.87,10606514.89,10435814.34,10095642.81,10521849.72,10720056.71,10491277.75,10003632.17,9370078.05,8726896.8
390,2023-01-26,8331026.11,8050434.34,7871615.81,7782124.07,7851134.19,8159302.85,8400244.73,8886786.24,9398498.95,9788143.26,10093743.41,10347331.22,10245172.4,10347511.38,10532435.51,10552841.77,10392445.88,10053108.49,10483675.55,10688342.67,10442421.05,9999248.59,9389374.65,8802313.04
391,2023-01-27,8317204.18,7993341.36,7807287.97,7729838.43,7886011.5,8286140.39,8507789.48,8949162.54,9477658.89,9781439.76,10150514.48,10415532.7,10317545.37,10366427.97,10543163.76,10548829.62,10335458.1,9962377.9,10393148.2,10575702.89,10323877.49,9880288.03,9318629.74,8799206.45
392,2023-01-28,8340808.9,8034822.41,7844681.54,7729605.48,7739297.32,7864153.66,7998587.29,8484717.42,9020584.56,9362967.63,9671019.74,9879866.74,9851015.48,9734674.38,9640592.8,9565952.15,9409776.03,9355931.57,9897115.86,10116262.81,9813634.33,9350346.16,8840777.69,8378097.43
393,2023-01-29,7946394.85,7710119.48,7467206.9,7279045.31,7193060.55,7116397.84,6908136.51,7148382.55,7489665.37,7917133.91,8245834.03,8527287.15,8654876.31,8646291.29,8609727.87,8518133.95,8456154.42,8428066.35,9111444.31,9445204.06,9345329.07,9047951.88,8612061.57,8131864.6
394,2023-01-30,7805525.53,7529003.78,7327425.04,7282518.42,7515394.06,7984520.99,8212210.34,8653758.34,9186373.93,9519373.94,9870493.5,10168588.14,10117024.11,10204479.09,10453699.04,10470966.18,10287230.32,9917865.69,10330666.3,10556645.58,10309253.64,9830960.58,9211591.08,8622236.83
395,2023-01-31,8163668.92,7902659.85,7739040.18,7641941.37,7826035.16,8293013.98,8483712.31,8941913.14,9376054.31,9605086.52,9961414.33,10201789.93,10126789.59,10242822.82,10411299.26,10413458.98,10250415.09,9915058.26,10318363.67,10598393.39,10333236.98,9924885.43,9218246.07,8612613.28
396,2023-02-01,8155586.4,7920924.17,7727456.47,7595728.74,7796650.76,8309957.8,8441767.39,8845998.63,9308394.79,9606787.53,9968584.85,10248298.14,10124438.24,10218298.55,10421172.08,10415272.05,10240972.01,9902482.1,10265293.0,10501127.64,10260250.83,9834007.69,9228584.22,8616927.59
397,2023-02-02,8138275.9,7861668.05,7658387.01,7561314.36,7724987.56,8217397.35,8403664.71,8823586.54,9306759.93,9536734.16,9863184.39,10193212.27,10081457.1,10189280.18,10395735.12,10375504.66,10216202.73,9852438.91,10295227.61,10586156.63,10347225.38,9858528.99,9215033.44,8637135.67
398,2023-02-03,8170707.92,7897214.43,7687371.58,7614686.8,7840317.37,8325824.46,8510536.68,8916674.24,9387825.96,9682424.09,10048362.71,10321491.05,10235881.76,10265080.09,10454608.49,10491160.54,10319960.67,9969907.5,10360705.16,10580815.88,10350059.13,9901441.32,9312913.12,8768452.59
399,2023-02-04,8312669.18,8060809.93,7847984.78,7737106.43,7773817.91,7901513.93,8039957.14,8502813.9,9027203.16,9360794.96,9727072.32,9943375.57,9901838.74,9771630.7,9608300.0,9594095.13,9453372.74,9327350.62,9869521.58,10096008.15,9829733.39,9370035.22,8835776.67,8357905.64
400,2023-02-05,7964833.39,7688142.79,7445206.88,7286264.21,7227167.44,7178428.48,6983640.56,7157478.9,7556938.74,7832946.69,8161911.45,8370655.73,8495514.7,8514487.34,8439525.84,8419343.99,8426713.57,8431287.7,9093438.12,9486059.68,9401216.78,9119463.18,8695014.08,8211662.98
401,2023-02-06,7820245.33,7593738.53,7421141.34,7365693.56,7581262.06,8174012.14,8372044.79,8822655.2,9367652.09,9704872.71,10031533.22,10292084.45,10201881.45,10310673.79,10489640.07,10490109.11,10345863.7,10010273.95,10393188.98,10703868.37,10492465.74,10063353.73,9345137.62,8385510.15
402,2023-02-07,7803266.63,7533728.15,7305944.77,7234358.84,7450263.09,8024028.96,8383458.99,8763546.91,9340180.7,9649304.63,9984039.62,10246106.0,10145409.44,10315731.29,10535944.35,10562859.95,10337902.57,9956274.49,10377050.7,10694963.0,10463704.51,9994924.97,9313863.34,8725518.28
403,2023-02-08,8264641.8,7984763.94,7795432.17,7650588.64,7848856.16,8429227.28,8609177.29,8998597.32,9454870.9,9738796.34,10115366.31,10407626.02,10263626.2,10403373.02,10585155.28,10558625.17,10362999.75,10005725.65,10455805.21,10724973.1,10480531.2,9988557.57,9333300.21,8769030.21
404,2023-02-09,8323309.48,8077540.74,7898647.87,7823300.27,7936691.45,8486384.03,8629744.55,9021426.0,9510883.29,9812519.22,10138277.7,10445072.09,10349110.6,10432528.97,10639418.79,10638345.01,10423140.13,10102167.08,10498904.1,10788266.16,10554929.58,10110299.8,9432604.09,8631814.72
405,2023-02-10,7946999.15,7684132.66,7471666.22,7382394.21,7570855.04,8120690.66,8275208.21,8688427.28,9402128.55,9720264.28,10048645.95,10281674.13,10251417.9,10342706.96,10631196.75,10676088.32,10533616.66,10165714.64,10199674.25,10360338.72,10097669.96,9597741.42,9019218.5,8468946.9
406,2023-02-11,8013043.74,7719758.18,7525140.11,7409538.89,7454795.67,7628887.15,7776120.93,8270477.26,8822059.21,9203167.98,9560113.02,9849499.01,9843448.82,9751570.83,9584669.78,9503029.06,9372650.06,9153863.28,9695175.26,9923390.07,9669581.09,9201732.27,8693357.16,8192520.75
